wine_name,link,country,type,grape,classification,description,evaluation,rating_count,lowest_price,full_price,discount
Casas del Toqui Coastal Míst Terroir Selection Sauvignon Blanc 2018,wine.com.br/vinhos/casas-del-toqui-coastal-mist-terroir-selection-sauvignon-blanc-2018/prod22788.html,Chile,branco,Sauvignon Blanc (100.00%),Seco,"Frutado, acidez presente, bom corpo",4.0,1.0,119.21,119.21,0.0
Casas del Toqui Chardonnay 2019,wine.com.br/vinhos/casas-del-toqui-chardonnay-2019/prod23453.html,Chile,branco,Chardonnay (100%),Seco,"Corpo de leve para médio, boa acidez, agradável final",4.0,1.0,49.9,49.9,0.0
Casas del Toqui Reserva Chardonnay 2018,wine.com.br/vinhos/casas-del-toqui-reserva-chardonnay-2018/prod23155.html,Chile,branco,Chardonnay (100%),Seco,"Agradável acidez, bom volume e longo final.",0.0,0.0,79.8,79.8,0.0
Cava Negra Chardonnay 2019,wine.com.br/vinhos/cava-negra-chardonnay-2019/prod23491.html,Argentina,branco,Chardonnay (100%),Seco,"Jovem, fresco, acidez equilibrado e sabores típicos da variedade.",0.0,0.0,50.4,50.4,0.0
Casas del Toqui Reserva Semillon 2019,wine.com.br/vinhos/casas-del-toqui-reserva-semillon-2019/prod23867.html,Chile,branco,Sémillon (100%),Seco,"Corpo de leve para médio, acidez agradável, frutado, expressivo",0.0,0.0,83.79,83.79,0.0
Encostas de Estremoz Bis Branco 2018,wine.com.br/vinhos/encostas-de-estremoz-bis-branco-2018/prod23528.html,Portugal,branco,"Síria, Arinto, Fernão Pires",Seco,"Leve, boa acidez, frutado, fácil de beber",0.0,0.0,57.41,57.41,0.0
Finca La Daniela Torrontes 2019,wine.com.br/vinhos/finca-la-daniela-torrontes-2019/prod23858.html,Argentina,branco,Torrontés (100.00%),Seco,"Redondo, acidez agradável, notas mentoladas e bom final. ",0.0,0.0,70.98,70.98,0.0
Finca La Daniela Chardonnay 2019,wine.com.br/vinhos/finca-la-daniela-chardonnay-2019/prod23857.html,Argentina,branco,Chardonnay (100%),Seco,"Fresco, acidez equilibrada e sabores de frutas cítricas. ",0.0,0.0,70.98,70.98,0.0
Cava Negra Chardonnay 375ml 2019,wine.com.br/vinhos/cava-negra-chardonnay-375ml-2019/prod23836.html,Argentina,branco,Chardonnay (100%),Seco,"Jovem, fresco, acidez agradável e sabores típicos da variedade. ",0.0,0.0,38.96,38.96,0.0
Foye Selected Vineyards Chardonnay 2018,wine.com.br/vinhos/foye-selected-vineyards-chardonnay-2018/prod22679.html,Chile,branco,Chardonnay (100%),Seco,Frutado e boa acidez.,0.0,0.0,54.18,54.18,0.0
Las Perdices Late Harvest Viognier 2016,wine.com.br/vinhos/las-perdices-late-harvest-viognier-2016/prod20581.html,Argentina,branco,Viognier (100.00%),Suave/Doce,"Doçura discreta, frutas maduras.",0.0,0.0,118.76,118.76,0.0
Manos Negras Chardonnay 2018,wine.com.br/vinhos/manos-negras-chardonnay-2018/prod20873.html,Argentina,branco,Chardonnay (100%),Seco,"Frutado, leve, acidez agradável",0.0,0.0,95.88,95.88,0.0
Foye Selected Vineyards Sauvignon Blanc 2018,wine.com.br/vinhos/foye-selected-vineyards-sauvignon-blanc-2018/prod22680.html,Chile,branco,Sauvignon Blanc (100.00%),Seco,Fresco e frutado.,0.0,0.0,54.18,54.18,0.0
Altivo Classic Chardonnay 2019,wine.com.br/vinhos/altivo-classic-chardonnay-2019/prod24376.html,Argentina,branco,Chardonnay,Seco,"Leve, acidez agradável, frutado, jovem",0.0,0.0,52.82,64.9,0.18613251155624044
Cent'Are I.G.P. Terre Siciliane Bianco 2017,wine.com.br/vinhos/cent-are-i-g-p-terre-siciliane-bianco-2017/prod19758.html,Itália,branco,Variedades autóctones,Meio Seco/Demi-Sec,"Frutado, leve, boa acidez",2.0,48.0,43.41,89.9,0.5171301446051169
Covela Edição Nacional D.O.C. Vinho Verde Alvarinho 2018,wine.com.br/vinhos/covela-edicao-nacional-d-o-c-vinho-verde-alvarinho-2018/prod24415.html,Portugal,branco,Alvarinho,Seco," No paladar é seco, ataque cremoso e acidez mineral, corpo médio. Aroma de boca persistente e intenso, mostrando bem o verão de 2018. Final guloso que nos remete para uma segunda prova.",3.0,1.0,105.76,124.9,0.1532425940752602
Barahonda D.O. Yecla Verdejo 2018,wine.com.br/vinhos/barahonda-d-o-yecla-verdejo-2018/prod22204.html,Espanha,branco,"Verdejo, Sauvignon Blanc",Seco,"Frutado, boa acidez, leve",4.5,5.0,82.24,98.9,0.16845298281092025
Toro Loco D.O.P. Utiel-Requena Viura Sauvignon Blanc 2018,wine.com.br/vinhos/toro-loco-d-o-p-utiel-requena-viura-sauvignon-blanc-2018/prod22599.html,Espanha,branco,"Viura, Sauvignon Blanc",Seco,"leve, fresco, cítrico, fácil de beber",4.5,109.0,43.41,55.9,0.22343470483005368
Marianne Cape of Good Hope Sauvignon Blanc 2018,wine.com.br/vinhos/marianne-cape-of-good-hope-sauvignon-blanc-2018/prod22569.html,África do Sul,branco,"Sémillon, Sauvignon Blanc",Seco,"Complexo, médio corpo, boa acidez, cítrico",3.0,8.0,191.8,191.8,0.0
Alonso López D.O.C.a Rioja Blanco Malvasía Viura 2018,wine.com.br/vinhos/alonso-lopez-d-o-c-a-rioja-blanco-malvasia-viura-2018/prod22592.html,Espanha,branco,"Viura (95.00%), Malvasia (5.00%)",Seco,"Fresco, frutado, vivo",4.0,33.0,62.24,67.06,0.07187593200119291
Kinast K Barrel Reserva Chardonnay 2018,wine.com.br/vinhos/kinast-k-barrel-reserva-chardonnay-2018/prod22568.html,Chile,branco,Chardonnay (100.00%),Meio Seco/Demi-Sec,"Médio corpo, acidez agradável, levemente untuoso",4.0,54.0,86.9,86.9,0.0
Barranc del Rei D.O.P. Valencia Blanco 2017,wine.com.br/vinhos/barranc-del-rei-d-o-p-valencia-blanco-2017/prod20758.html,Espanha,branco,"Chardonnay (25%), Verdejo (25%), Sauvignon Blanc (25%), Moscatel (25%)",Seco,"Leve, acidez agradável, frutado",4.0,12.0,71.6,71.6,0.0
Miles from Nowhere Sauvignon Blanc Semillon 2019,wine.com.br/vinhos/miles-from-nowhere-sauvignon-blanc-semillon-2019/prod23184.html,Austrália,branco,"Sémillon, Sauvignon Blanc",Seco,"Fresco, vivo e com um toque de mineralidade",4.0,45.0,90.47,120.9,0.2516956162117453
Fantinel Selezione di Famiglia Friulano 2017,wine.com.br/vinhos/fantinel-selezione-di-famiglia-friulano-2017/prod20984.html,Itália,branco,Friulano (100%),Seco,"Leve, frutado, boa acidez",4.0,6.0,63.6,63.6,0.0
Chateau Souverain Sauvignon Blanc 2018,wine.com.br/vinhos/chateau-souverain-sauvignon-blanc-2018/prod23017.html,Estados Unidos,branco,Sauvignon Blanc (100%),Seco,"Boa acidez, refrescante, vivo",4.0,51.0,119.9,119.9,0.0
Mas dels Mets D.O. Terra Alta Garnacha Blanca 2017,wine.com.br/vinhos/mas-dels-mets-d-o-terra-alta-garnacha-blanca-2017/prod20795.html,Espanha,branco,Garnacha Blanca (100%),Seco,"Leve, fresco, final agradável",4.5,6.0,85.9,85.9,0.0
Laborie W.O. Western Cape Chardonnay 2018,wine.com.br/vinhos/laborie-w-o-western-cape-chardonnay-2018/prod21755.html,África do Sul,branco,Chardonnay (100%),Seco,"Corpo de leve para médio, acidez agradável, leve amadeirado",3.5,9.0,67.06,67.06,0.0
Cavalo Bravo Private Selection Branco 2017,wine.com.br/vinhos/cavalo-bravo-private-selection-branco-2017/prod22367.html,Portugal,branco,"Fernão Pires, Arinto",Seco,"Leve, frutado, boa acidez ",4.0,42.0,67.06,67.06,0.0
Lidio Carraro Faces do Brasil Chardonnay 2017,wine.com.br/vinhos/lidio-carraro-faces-do-brasil-chardonnay-2017/prod22301.html,Brasil,branco,"Chardonnay (80%), Moscato (5%), Riesling Itálico (15%)",Seco,"Leve. boa acidez, frutado",4.0,5.0,75.9,75.9,0.0
Fantinel Selezione di Famiglia Ribolla Gialla 2017,wine.com.br/vinhos/fantinel-selezione-di-famiglia-ribolla-gialla-2017/prod20985.html,Itália,branco,Ribolla Gialla,Seco,"Corpo de leve para médio, boa acidez, cítrico",4.0,6.0,63.6,63.6,0.0
Antigal UNO Chardonnay 2018,wine.com.br/vinhos/antigal-uno-chardonnay-2018/prod21187.html,Argentina,branco,Chardonnay (100%),Seco,"Frutado, corpo de leve para médio, acidez agradável, gastronômico",4.5,5.0,63.6,63.6,0.0
Canepa Novísimo Chardonnay 2019,wine.com.br/vinhos/canepa-novisimo-chardonnay-2019/prod23361.html,Chile,branco,Chardonnay,Meio Seco/Demi-Sec,"Leve, boa acidez, frutado",3.5,3.0,39.9,39.9,0.0
William Hill Central Coast Chardonnay 2017,wine.com.br/vinhos/william-hill-central-coast-chardonnay-2017/prod23645.html,Estados Unidos,branco,Chardonnay,Meio Seco/Demi-Sec,"Leve, acidez agradável, frutado, leve amadeirado",0.0,0.0,169.29,225.9,0.25059760956175303
Fantinel Friulano Borgo Tesis Doc Friuli Branco 2018,wine.com.br/vinhos/fantinel-friulano-borgo-tesis-doc-friuli-branco-2018/prod22960.html,Itália,branco,Friulano,Seco,"Frutado, acidez agradável, boa presença em boca",3.0,1.0,139.9,139.9,0.0
Cuna del Sol Reserva Viognier 2019,wine.com.br/vinhos/cuna-del-sol-reserva-viognier-2019/prod24206.html,Chile,branco,Viognier,Seco,"Equilibrado, final persistente e excelente acidez",4.5,5.0,90.9,90.9,0.0
Cuna del Sol Reserva Sauvignon Blanc 2019,wine.com.br/vinhos/cuna-del-sol-reserva-sauvignon-blanc-2019/prod24205.html,Chile,branco,Sauvignon Blanc,Seco,"Fresco, equilibrado, boa acidez e final persistente",4.5,4.0,90.9,90.9,0.0
Château de Fayolle Blanc 2016,wine.com.br/vinhos/chateau-de-fayolle-blanc-2016/prod20762.html,França,branco,Sauvignon Blanc (100.00%),Seco,"Frutado, leve, boa acidez",2.5,9.0,72.82,114.9,0.36623150565709317
Gallo Family Vineyards Califórnia Moscato,wine.com.br/vinhos/gallo-family-vineyards-california-moscato/prod18751.html,Estados Unidos,branco,Moscato,Suave/Doce,"Frutas brancas cítricas, frutas brancas maduras, mel e levemente doce",5.0,5.0,58.71,61.1,0.039116202945990164
Rantamplán D.O. Rueda Verdejo 2018,wine.com.br/vinhos/rantamplan-d-o-rueda-verdejo-2018/prod21899.html,Espanha,branco,Verdejo (100%),Seco,"Intenso, leve, boa acidez, notas cítricas em evidência",4.5,16.0,84.59,119.9,0.2944954128440367
Miguel Torres Días de Verano Reserva Muscat 2017,wine.com.br/vinhos/miguel-torres-dias-de-verano-reserva-muscat-2017/prod18222.html,Chile,branco,Moscatel (100%),Meio Seco/Demi-Sec,"Leve, acidez sutil, delicado, floral",4.5,29.0,72.82,92.9,0.21614639397201307
Partridge Unfiltered Sauvignon Blanc 2019,wine.com.br/vinhos/partridge-unfiltered-sauvignon-blanc-2019/prod23277.html,Argentina,branco,Sauvignon Blanc (100%),Seco,"Frutado, leve, boa acidez",4.5,9.0,75.18,78.9,0.04714828897338397
Cruz Andina Reserva D.O. Casablanca Valley Sauvignon Blanc 2017,wine.com.br/vinhos/cruz-andina-reserva-d-o-casablanca-valley-sauvignon-blanc-2017/prod18488.html,Chile,branco,Sauvignon Blanc (100%),Seco,"Corpo de leve para médio, boa acidez, equilibrado e agradável",4.0,31.0,66.94,79.9,0.16220275344180235
Cruz Andina Reserva D.O. Casablanca Valley Chardonnay 2017,wine.com.br/vinhos/cruz-andina-reserva-d-o-casablanca-valley-chardonnay-2017/prod18489.html,Chile,branco,Chardonnay (100%),Seco,"Corpo de leve para médio, boa acidez, maçã verde, e com bom final",4.5,24.0,66.94,79.9,0.16220275344180235
Chateau Moser XV Blanc de Noir 2018,wine.com.br/vinhos/chateau-moser-xv-blanc-de-noir-2018/prod20219.html,China,branco,Cabernet Sauvignon (100.00%),Seco,"Fresco, leve, boa acidez e vigor",4.0,29.0,75.18,85.9,0.12479627473806754
Que Guapo Branco 2019,wine.com.br/vinhos/que-guapo-branco-2019/prod23272.html,Argentina,branco,"Chardonnay (50.00%), Viognier (35.00%), Torrontés (15.00%)",Seco,"Frutado, leve, acidez agradável",3.0,9.0,52.82,77.9,0.3219512195121952
Altivo Vineyard Selection La Rioja Torrontés 2018,wine.com.br/vinhos/altivo-vineyard-selection-la-rioja-torrontes-2018/prod22828.html,Argentina,branco,Torrontés,Seco,"Equilibrado, leve, boa acidez. ",4.5,12.0,79.88,84.2,0.051306413301662745
Viñedo de los Vientos Estival 2018,wine.com.br/vinhos/vinedo-de-los-vientos-estival-2018/prod23166.html,Uruguai,branco,"Chardonnay, Moscato Bianco, Gewürztraminer",Meio Seco/Demi-Sec,"Leve, cítrico, floral, acidez agradável, bom final",4.5,19.0,82.24,104.9,0.21601525262154442
Root: 1 Sauvignon Blanc 2018,wine.com.br/vinhos/root-1-sauvignon-blanc-2018/prod22174.html,Chile,branco,Sauvignon Blanc (100%),Seco,"Leve, cítrico, jovem, fácil de beber, boa acidez",4.5,55.0,52.82,64.9,0.18613251155624044
Maycas Reserva Sumaq Chardonnay 2017,wine.com.br/vinhos/maycas-reserva-sumaq-chardonnay-2017/prod19260.html,Chile,branco,Chardonnay (100%),Seco,"Frutado, leve, boa acidez",4.0,26.0,78.71,99.9,0.21211211211211223
Garriguette Branco,wine.com.br/vinhos/garriguette-branco/prod22966.html,França,branco,"Grenache , Chardonnay, Bourboulenc, Clairette, Grenache Blanc",Seco,"Leve, fresco, boa acidez",4.0,26.0,58.71,64.9,0.09537750385208021
CentAre DOC Grillo Sicilia Bianco 2018,wine.com.br/vinhos/centare-doc-grillo-sicilia-bianco-2018/prod23579.html,Itália,branco,Grillo,Meio Seco/Demi-Sec,"Notas cítricas, frescor e ótima acidez",0.0,0.0,76.35,104.9,0.2721639656816016
Partridge Flying Chardonnay 2019,wine.com.br/vinhos/partridge-flying-chardonnay-2019/prod24037.html,Argentina,branco,Chardonnay,Seco,"Frutado, leve, acidez agradável, amadeirado",4.0,13.0,52.82,59.9,0.1181969949916527
Ropiteau Frères Les Plants Nobles Chardonnay 2018,wine.com.br/vinhos/ropiteau-freres-les-plants-nobles-chardonnay-2018/prod23020.html,França,branco,Chardonnay (100.00%),Seco,"Leve, acidez agradável, traço amadeirado",4.5,40.0,69.29,69.9,0.008726752503576574
Natana Cuvée Blanche 2017,wine.com.br/vinhos/natana-cuvee-blanche-2017/prod20090.html,África do Sul,branco,"Sauvignon Blanc (60%), Chenin Blanc (40%)",Seco,"Leve, frutado, acidez agradável",4.0,91.0,52.82,68.9,0.2333817126269957
Root: 1 Reserva Sauvignon Blanc 2018,wine.com.br/vinhos/root-1-reserva-sauvignon-blanc-2018/prod23874.html,Chile,branco,Sauvignon Blanc (100%),Seco,"Leve, cítrico, jovem, fácil de beber, boa acidez",4.5,6.0,64.59,82.9,0.2208685162846804
Calyptra Vivendo Reserve D.O. Alto Cachapoal V C 2018,wine.com.br/vinhos/calyptra-vivendo-reserve-d-o-alto-cachapoal-v-c-2018/prod22660.html,Chile,branco,Chardonnay (100.00%),Seco,"Leve, cítrico, boa acidez, bom final",4.5,15.0,82.24,100.9,0.1849355797819624
Burmester D.O.C. Douro Branco 2017,wine.com.br/vinhos/burmester-d-o-c-douro-branco-2017/prod20107.html,Portugal,branco,"Gouveio, Rabigato, Malvasia Fina ",Seco,"Frutado, leve, acidez presente, jovem",3.0,11.0,82.24,109.9,0.25168334849863516
Finca Constancia Parcela 52 Single Vineyard Verdejo 2018,wine.com.br/vinhos/finca-constancia-parcela-52-single-vineyard-verdejo-2018/prod23209.html,Espanha,branco,Verdejo,Seco,"Corpo de leve para médio, boa acidez, intenso, final persistente",0.0,0.0,76.35,110.9,0.3115419296663662
Pueblo Del Sol Reserva Viognier 2018,wine.com.br/vinhos/pueblo-del-sol-reserva-viognier-2018/prod22361.html,Uruguai,branco,Viognier (100%),Seco,"Frutado, fresco, corpo de leve para médio",4.0,3.0,84.59,106.9,0.20869971936389153
Terra dUro D.O. Toro Verdejo 2017,wine.com.br/vinhos/terra-duro-d-o-toro-verdejo-2017/prod19717.html,Espanha,branco,Verdejo (100%),Seco,"Leve, cítrico, fácil de beber, boa acidez ",3.5,12.0,72.82,95.9,0.24066736183524517
Côté Mas Blanc Méditerranée I.G.P. Pays dOc 2017,wine.com.br/vinhos/cote-mas-blanc-mediterranee-i-g-p-pays-doc-2017/prod24461.html,França,branco,"Grenache Blanc (35.00%), Vermentino (25.00%), Chardonnay (25.00%), Sauvignon Blanc (15.00%)",Seco,"Macio, leve e bela acidez",4.0,1.0,64.59,90.9,0.2894389438943894
Cantine Pellegrino Gibelè I.G.T. Terre Siciliane Zibibbo 2018,wine.com.br/vinhos/cantine-pellegrino-gibele-i-g-t-terre-siciliane-zibibbo-2018/prod23570.html,Itália,branco,Zibibbo,Meio Seco/Demi-Sec,"Leve, acidez agradável, frutado, bom final",5.0,2.0,85.76,133.9,0.3595220313666916
Carpineto Dogajolo I.G.T. Toscano Bianco 2018,wine.com.br/vinhos/carpineto-dogajolo-i-g-t-toscano-bianco-2018/prod23707.html,Itália,branco,"Grechetto, Sauvignon Blanc, Chardonnay",Seco,"Leve, frutado, floral, mineral, boa acidez, final agradável",0.0,0.0,101.06,148.9,0.32128945601074543
Ernst Loosen Private Reserve Riesling 2018,wine.com.br/vinhos/ernst-loosen-private-reserve-riesling-2018/prod22117.html,Alemanha,branco,Riesling (100%),Meio Seco/Demi-Sec,"Leve, boa acidez, cítrico, mineral",4.0,33.0,99.88,119.9,0.16697247706422025
Protos D.O. Rueda Verdejo 2018,wine.com.br/vinhos/protos-d-o-rueda-verdejo-2018/prod22723.html,Espanha,branco,Verdejo (100%),Seco,"Leve, cítrico, boa acidez, final agradável",4.5,4.0,117.53,146.9,0.1999319264805991
Ernst Loosen Pfalz Edition Pinot Blanc 2018,wine.com.br/vinhos/ernst-loosen-pfalz-edition-pinot-blanc-2018/prod22114.html,Alemanha,branco,Pinot Blanc (100%),Meio Seco/Demi-Sec,"Frutado, leve, acidez presente",4.0,18.0,95.18,109.9,0.1339399454049135
Ernst Loosen Pfalz Pinot Gris 2018,wine.com.br/vinhos/ernst-loosen-pfalz-pinot-gris-2018/prod23608.html,Alemanha,branco,Pinot Gris,Meio Seco/Demi-Sec,"Leve, boa acidez, cítrico",4.0,3.0,88.12,123.9,0.2887812752219532
Tenuta SantAntonio Fontana D.O.C. Soave 2018,wine.com.br/vinhos/tenuta-santantonio-fontana-d-o-c-soave-2018/prod23321.html,Itália,branco,"Trebbiano di Soave, Garganega",Meio Seco/Demi-Sec,"Leve, frutado, fresco, delicado, cítrico, frutado",4.5,2.0,117.53,132.9,0.11565086531226487
Baron Philippe de Rothschild Pays D´Oc Sauvignon Blanc 2018,wine.com.br/vinhos/baron-philippe-de-rothschild-pays-d-oc-sauvignon-blanc-2018/prod23810.html,França,branco,Sauvignon Blanc,Seco,"Fresco, frutado e boa acidez",0.0,0.0,94.0,145.9,0.35572309801233726
Fleur du Cap Essence du Cap Chenin Blanc 2017,wine.com.br/vinhos/fleur-du-cap-essence-du-cap-chenin-blanc-2017/prod19154.html,África do Sul,branco,Chenin Blanc (100.00%),Seco,"Corpo de leve para médio, boa acidez, frutado, bom final",4.0,29.0,84.59,124.9,0.3227381905524419
Casa Burmester Reserva D.O.C. Douro Branco 2017,wine.com.br/vinhos/casa-burmester-reserva-d-o-c-douro-branco-2017/prod22207.html,Portugal,branco,"Viosinho, Rabigato, Gouveio",Seco,"Frutado, leve, acidez agradável, sutil amadeirado",4.0,1.0,188.12,238.9,0.21255755546253663
Maycas del Limari Reserva Especial Chardonnay 2017,wine.com.br/vinhos/maycas-del-limari-reserva-especial-chardonnay-2017/prod20222.html,Chile,branco,Chardonnay (100%),Seco,"Bom corpo, acidez presente, frutado, final agradável",4.0,14.0,166.94,199.9,0.16488244122061035
Dark Horse The Original Pinot Grigio 2017,wine.com.br/vinhos/dark-horse-the-original-pinot-grigio-2017/prod20831.html,Estados Unidos,branco,"Pinot Grigio (76.00%), Outras uvas (7.00%), Viognier (2.00%), Chardonnay (15.00%)",Meio Seco/Demi-Sec,"Leve, boa acidez, frutado, cítrico",4.5,26.0,84.59,106.9,0.20869971936389153
Salentein Killka Sauvignon Blanc 2019,wine.com.br/vinhos/salentein-killka-sauvignon-blanc-2019/prod23542.html,Argentina,branco,Sauvignon Blanc,Seco,"Suave, acidez marcada e fresco",4.5,5.0,82.24,109.9,0.25168334849863516
Baron Philippe de Rothschild Pays D´Oc Chardonnay 2018,wine.com.br/vinhos/baron-philippe-de-rothschild-pays-d-oc-chardonnay-2018/prod23806.html,França,branco,Chardonnay,Seco,"Untuoso, fresco e com final saboroso",4.5,2.0,94.0,145.9,0.35572309801233726
Dark Horse The Original California Sauvignon Blanc 2018,wine.com.br/vinhos/dark-horse-the-original-california-sauvignon-blanc-2018/prod22840.html,Estados Unidos,branco,Sauvignon Blanc,Meio Seco/Demi-Sec,"Boa acidez, jovem, fresco",4.5,11.0,88.12,106.9,0.17567820392890554
Fantinel Borgo Tesis Pinot Grigio Doc Friuli 2018,wine.com.br/vinhos/fantinel-borgo-tesis-pinot-grigio-doc-friuli-2018/prod22959.html,Itália,branco,Pinot Grigio ,Seco,"Leve, fresco, frutado, floral, bom final",4.0,15.0,88.12,139.9,0.3701215153681201
