wine_name,link,country,type,grape,classification,description,evaluation,rating_count,lowest_price,full_price,discount
Château Gazin 2009,wine.com.br/vinhos/chateau-gazin-2009/prod12894.html,França,tinto,"Merlot (90.00%), Cabernet Sauvignon (7.00%), Cabernet Franc (3.00%)",Seco,"Aveludado, equilibrado, fresco, taninos presentes",0.0,0.0,2361.06,3848.9,0.38656239445036245
Château Mouton Rothschild Premier Grand Cru Classé A.O.C. Pauillac 2008,wine.com.br/vinhos/chateau-mouton-rothschild-premier-grand-cru-classe-a-o-c-pauillac-2008/prod12879.html,França,tinto,"Cabernet Sauvignon (83.00%), Merlot (17.00%)",Seco,"Suculento, harmonioso, maduro, taninos aveludados, frutas negras, como cassis, e notas do amadurecimento",5.0,1.0,9303.41,14794.9,0.3711745263570555
N° 3 d`Angélus 2014,wine.com.br/vinhos/n-3-d-angelus-2014/prod20895.html,França,tinto,"Merlot (50.00%), Cabernet Franc (50.00%)",Seco,"Corpo de médio para encorpado, taninos macios, boa acidez, notas do amadurecimento, elegante",4.5,3.0,830.9,830.9,0.0
Norton Privado Family Blend 2015,wine.com.br/vinhos/norton-privado-family-blend-2015/prod24409.html,Argentina,tinto,"Malbec, Cabernet Sauvignon, Merlot",Seco," Na boca, tem boa entrada, é untuoso e bem concentrado. Com taninos macios porem persistentes.",0.0,0.0,296.35,329.9,0.10169748408608659
Campo Al Moro 2016,wine.com.br/vinhos/campo-al-moro-2016/prod18943.html,Itália,tinto,"Sangiovese (40%), Merlot (30%), Cabernet Sauvignon (30%)",Meio Seco/Demi-Sec,"Frutado, taninos macios, boa acidez",4.0,224.0,52.82,64.9,0.18613251155624044
Canepa Novísimo Cabernet Sauvignon 2019 375ml,wine.com.br/vinhos/canepa-novisimo-cabernet-sauvignon-2019-375ml/prod23357.html,Chile,tinto,Cabernet Sauvignon (100.00%),Meio Seco/Demi-Sec,"Médio corpo, frutado, acidez agradável, taninos macios, final agradável",4.0,15.0,35.9,35.9,0.0
Pérez Cruz Single Vineyard La Higuera Block 2017,wine.com.br/vinhos/perez-cruz-single-vineyard-la-higuera-block-2017/prod23300.html,Chile,tinto,"Cabernet Sauvignon (80%), Syrah (20%)",Seco,"Corpo de médio para encorpado, taninos presentes, acidez agradável, frutado, amadeirado",4.5,55.0,99.9,99.9,0.0
Pérez Cruz Winemakers Selection 2017,wine.com.br/vinhos/perez-cruz-winemakers-selection-2017/prod23301.html,Chile,tinto,"Cabernet Sauvignon (70%), Cot (15%), Syrah (15%)",Seco,"Médio corpo, taninos macios, acidez agradável, saboroso, boa persistência",4.5,44.0,99.9,99.9,0.0
W Explorer Series Barahonda D.O. Yecla 2014,wine.com.br/vinhos/w-explorer-series-barahonda-d-o-yecla-2014/prod17632.html,Espanha,tinto,"Monastrell (70%), Syrah (20%), Garnacha Tintorera (10%)",Seco,"Amadeirado, médio corpo a encorpado, taninos presentes, acidez agradável, bom final",4.0,35.0,134.9,134.9,0.0
Burmester D.O.C. Douro Tinto 2017,wine.com.br/vinhos/burmester-d-o-c-douro-tinto-2017/prod23695.html,Portugal,tinto,"Touriga Nacional, Tinta Roriz, Touriga Franca ",Seco,"Médio corpo, taninos macios, acidez agradável",0.0,0.0,81.06,127.9,0.3662236121970289
Côté Mas Rouge Intense I.G.P. Pays dOc 2017,wine.com.br/vinhos/cote-mas-rouge-intense-i-g-p-pays-doc-2017/prod24462.html,França,tinto,"Syrah (5%), Grenache Noir (45%), Carignan (25%), Cinsault (15%), Merlot (10%)",Seco,"Ótimo balanço gustativo, macio e  persistente",4.5,3.0,64.59,90.9,0.2894389438943894
Luigi Bosca Terroir Los Miradores Malbec 2017,wine.com.br/vinhos/luigi-bosca-terroir-los-miradores-malbec-2017/prod24456.html,Argentina,tinto,Malbec (100.00%),Seco,"Encorpado,  excitante pelo frescor de altitude, textura perfeita, sedutora; longo final a frutas secas tostadas",0.0,0.0,270.47,398.9,0.3219603910754574
Luigi Bosca D.O.C. Luján de Cuyo Malbec 2017,wine.com.br/vinhos/luigi-bosca-d-o-c-lujan-de-cuyo-malbec-2017/prod24454.html,Argentina,tinto,Malbec (100.00%),Seco,Em boca é marcante e macio com  taninos muito finos que respeitam as características da cepa na Argentina,0.0,0.0,258.71,314.9,0.1784375992378533
Luigi Bosca Malbec 2018,wine.com.br/vinhos/luigi-bosca-malbec-2018/prod24453.html,Argentina,tinto,Malbec (100.00%),Seco, Em boca é marcante e macio com  taninos muito finos que respeitam as características da cepa na Argentina,4.5,2.0,188.12,228.9,0.17815640017474876
La Mora D.O.C.G. Morellino di Scansano 2018,wine.com.br/vinhos/la-mora-d-o-c-g-morellino-di-scansano-2018/prod22761.html,Itália,tinto,"Sangiovese (90%), Uvas nativas (10%)",Seco,"Médio corpo, frutado, taninos macios, boa acidez, floral, especiarias",4.5,29.0,137.9,137.9,0.0
Château de Pierreux La Réserve A.O.C. Brouilly 2014,wine.com.br/vinhos/chateau-de-pierreux-la-reserve-a-o-c-brouilly-2014/prod20292.html,França,tinto,Gamay (100%),Seco,"Bom corpo, taninos presentes, boa acidez, final longo",4.5,7.0,177.53,267.9,0.33732736095558036
La Chamiza Malbec 2018,wine.com.br/vinhos/la-chamiza-malbec-2018/prod22632.html,Argentina,tinto,Malbec (100.00%),Meio Seco/Demi-Sec,"Leve, agradável, taninos redondos",4.0,93.0,64.9,64.9,0.0
Bobal deSanjuan Viñas Viejas D.O.P. Utiel-Requena 2017,wine.com.br/vinhos/bobal-desanjuan-vinas-viejas-d-o-p-utiel-requena-2017/prod23288.html,Espanha,tinto,Bobal,Seco,"Frutado, com boa acidez, taninos discretos e boa persistência.",4.0,5.0,92.9,92.9,0.0
Jiménez-Landi Bajondillo D.O. Méntrida 2017,wine.com.br/vinhos/jimenez-landi-bajondillo-d-o-mentrida-2017/prod20080.html,Espanha,tinto,Garnacha (100%),Seco,"Leve, acidez marcantes, taninos macios",4.0,13.0,72.82,119.9,0.39266055045871573
Mise de la Baronnie A.O.C. Pauillac 2015,wine.com.br/vinhos/mise-de-la-baronnie-a-o-c-pauillac-2015/prod20943.html,França,tinto,"Cabernet Franc (58%), Merlot (32%), Cabernet Sauvignon (10%)",Seco,"Corpo médio, taninos presentes, boa acidez, final longo",0.0,0.0,331.65,403.9,0.17888091111661308
Vik A 2016,wine.com.br/vinhos/vik-a-2016/prod23302.html,Chile,tinto,"Cabernet Sauvignon (67.00%), Cabernet Franc (4.00%), Carménère (17.00%), Merlot (11.00%), Syrah (1.00%)",Seco,"Estruturado, taninos presentes, boa acidez, complexo, final longo, frutado, amadeirado",5.0,36.0,235.18,279.9,0.15977134690961048
Calyptra Gran Reserva Pinot Noir 2016,wine.com.br/vinhos/calyptra-gran-reserva-pinot-noir-2016/prod21770.html,Chile,tinto,Pinot Noir (100%),Seco,"Médio corpo, taninos macios, acidez agradável, boa persistência",4.5,6.0,182.2,182.2,0.0
Bon Mas D.O.Q. Priorat 2017,wine.com.br/vinhos/bon-mas-d-o-q-priorat-2017/prod23077.html,Espanha,tinto,"Mazuelo, Garnacha ",Seco,"Frutado, taninos sedosos e final longo",4.0,22.0,137.53,223.9,0.38575256811076375
Carpineto Riserva D.O.C.G. Vino Nobile di Montepulciano 2015,wine.com.br/vinhos/carpineto-riserva-d-o-c-g-vino-nobile-di-montepulciano-2015/prod22074.html,Itália,tinto,"Merlot, Outras uvas autorizadas, Sangiovese",Seco,"Encorpado, taninos presentes, boa acidez, complexo, folhas secas",5.0,4.0,305.76,379.9,0.1951566201632008
Tintorera D.O.P. Alicante Bouschet Monastrell 2016,wine.com.br/vinhos/tintorera-d-o-p-alicante-bouschet-monastrell-2016/prod23084.html,Espanha,tinto,"Alicante Bouschet (75.00%), Monastrell (25.00%)",Seco,"Taninos maduros, acidez equilibrada e final persistente",4.5,18.0,159.88,241.9,0.3390657296403473
Tenuta Sant`Antonio dei Gigli D.O.C.G. Amarone della Valpolicella 2013,wine.com.br/vinhos/tenuta-sant-antonio-dei-gigli-d-o-c-g-amarone-della-valpolicella-2013/prod19780.html,Itália,tinto,"Corvinone, Rondinella, Oseleta, Croatina, Corvina Veronese",Meio Seco/Demi-Sec,"Encorpado, boa acidez, taninos aveludados, complexo, intenso, final longo",0.0,0.0,774.0,1021.9,0.24258733731284865
Tenuta SantAntonio D.O.C.G. Amarone Della Valpolicella 2015,wine.com.br/vinhos/tenuta-santantonio-d-o-c-g-amarone-della-valpolicella-2015/prod19799.html,Itália,tinto,"Corvina (70.00%), Croatina (5.00%), Oseleta (5.00%), Rondinella (20.00%)",Meio Seco/Demi-Sec,"Intenso, potente, taninos presentes, boa acidez, final persistente",0.0,0.0,426.94,459.9,0.07166775385953461
Pájaro de Buen Agüero D.O.P. Cariñena Tempranillo 2018,wine.com.br/vinhos/pajaro-de-buen-aguero-d-o-p-carinena-tempranillo-2018/prod23167.html,Espanha,tinto,Tempranillo,Seco,"Encorpado, com uma suave sensação frutada",4.0,91.0,88.12,106.9,0.17567820392890554
Pájaro de Buen Agüero D.O.P. Cariñena G 2018,wine.com.br/vinhos/pajaro-de-buen-aguero-d-o-p-carinena-g-2018/prod23161.html,Espanha,tinto,Garnacha ,Seco,"Frutado, acidez equilibrada e final persistente",4.0,96.0,88.12,106.9,0.17567820392890554
Barahonda Campo Arriba 2016,wine.com.br/vinhos/barahonda-campo-arriba-2016/prod18879.html,Espanha,tinto,"Monastrell, Garnacha Tintorera, Syrah",Seco,"Corpo de leve para médio, boa acidez, taninos macios, frutado",4.0,53.0,47.4,47.4,0.0
Frei Brothers Reserve Cabernet Sauvignon 2016,wine.com.br/vinhos/frei-brothers-reserve-cabernet-sauvignon-2016/prod22571.html,Estados Unidos,tinto,"Merlot, Petite Sirah, Cabernet Sauvignon",Seco,"Médio corpo, fresco, taninos macios, frutado, final agradável",5.0,1.0,246.94,351.9,0.29826655299801075
Las Moras Dadá Nº 1 2018,wine.com.br/vinhos/las-moras-dada-n-1-2018/prod24450.html,Argentina,tinto,"Bonarda, Malbec",Meio Seco/Demi-Sec,"Frutado, taninos sedosos e boa persistência",4.0,6.0,70.47,90.9,0.22475247524752484
Château de La Rivière A.O.C. Fronsac 2015,wine.com.br/vinhos/chateau-de-la-riviere-a-o-c-fronsac-2015/prod22210.html,França,tinto,"Merlot (84.00%), Cabernet Franc (8.00%), Cabernet Sauvignon (6.00%), Malbec (2.00%)",Seco,"Encorpado, taninos presentes, boa acidez, fruta e madeira em perfeito equilíbrio",0.0,0.0,299.9,299.9,0.0
Maison Foucher Le Mont A.O.C. Sancerre Rouge 2017,wine.com.br/vinhos/maison-foucher-le-mont-a-o-c-sancerre-rouge-2017/prod22190.html,França,tinto,Pinot Noir (100.00%),Seco,"Corpo de leve para médio, boa acidez, taninos presentes",0.0,0.0,234.0,284.9,0.17865917865917857
Château Castera Cru Bourgeois A.O.C. Médoc 2015,wine.com.br/vinhos/chateau-castera-cru-bourgeois-a-o-c-medoc-2015/prod22106.html,França,tinto,"Merlot (65%), Cabernet Franc (5%), Petit Verdot (5%), Cabernet Sauvignon (25%)",Seco,"Corpo de médio para encorpado, taninos presentes, acidez agradável, boa complexidade, defumado",3.5,4.0,173.53,173.53,0.0
Château Bourbon La Chapelle A.O.C. Médoc 2016,wine.com.br/vinhos/chateau-bourbon-la-chapelle-a-o-c-medoc-2016/prod22107.html,França,tinto,"Cabernet Sauvignon (60%), Merlot (40%)",Seco,"Encorpado, taninos presentes, boa acidez",3.5,8.0,173.53,173.53,0.0
Domaine de L'Ostal Cazes Estibals A.O.C. Minervois 2014,wine.com.br/vinhos/domaine-de-l-ostal-cazes-estibals-a-o-c-minervois-2014/prod22226.html,França,tinto,"Syrah (60%), Grenache (20%), Carignan (20%)",Seco,"Maduro, estruturado, acidez agradável, taninos presentes",4.5,66.0,124.5,124.5,0.0
Cathedral Cellar Triptych W.O. Western Cape  2015,wine.com.br/vinhos/cathedral-cellar-triptych-w-o-western-cape-2015/prod21757.html,África do Sul,tinto,Várias uvas,Seco,"Encorpado, taninos marcantes, boa acidez, amadeirado, final longo",4.0,9.0,191.8,191.8,0.0
L'Ostal Cazes Eclipse Syrah 2017,wine.com.br/vinhos/l-ostal-cazes-eclipse-syrah-2017/prod22227.html,França,tinto,Syrah (100%),Seco,"Corpo de médio para encorpado, taninos macios, acidez presente, boa complexidade",4.0,54.0,110.9,110.9,0.0
Cellier des Dauphins Signature Cru A.O.C. Vinsobres 2017,wine.com.br/vinhos/cellier-des-dauphins-signature-cru-a-o-c-vinsobres-2017/prod22366.html,França,tinto,"Grenache , Syrah",Seco,"Potente, taninos marcantes, boa acidez, especiarias, final longo",4.0,15.0,120.0,120.0,0.0
Château de Fayolle Rouge 2016,wine.com.br/vinhos/chateau-de-fayolle-rouge-2016/prod20761.html,França,tinto,"Merlot (90%), Cabernet Franc (10%)",Seco,"Frutado, taninos macios, acidez agradável, bom corpo",4.0,25.0,72.82,114.9,0.36623150565709317
San Ceteo Primitivo 2017,wine.com.br/vinhos/san-ceteo-primitivo-2017/prod22997.html,Itália,tinto,Primitivo ,Meio Seco/Demi-Sec,"Fresco, aveludado e frutado",4.0,34.0,62.9,62.9,0.0
La Linda Malbec 2018,wine.com.br/vinhos/la-linda-malbec-2018/prod24455.html,Argentina,tinto,Malbec,Seco,"Médio corpo, taninos macios e bom final",4.5,7.0,99.88,165.9,0.39795057263411704
Partridge Reserva Edición Limitada Cabernet Sauvignon 2017,wine.com.br/vinhos/partridge-reserva-edicion-limitada-cabernet-sauvignon-2017/prod22223.html,Argentina,tinto,Cabernet Sauvignon (100%),Seco,"Médio corpo, boa acidez, taninos macios, cacau, café",4.0,87.0,70.47,79.9,0.11802252816020031
Quinta De São João D.O.C. Tejo Reserva 2015,wine.com.br/vinhos/quinta-de-sao-joao-d-o-c-tejo-reserva-2015/prod17266.html,Portugal,tinto,"Tinta Roriz, Syrah, Touriga Nacional, Touriga Franca",Meio Seco/Demi-Sec,"Médio corpo, taninos firmes, acidez agradável, bom final.",3.5,25.0,79.9,79.9,0.0
Urmeneta Reserva Carménère 2018,wine.com.br/vinhos/urmeneta-reserva-carmenere-2018/prod22560.html,Chile,tinto,Carménère (100%),Seco,"Frutado, vegetal, médio corpo, taninos macios, fresco",4.0,2.0,74.9,74.9,0.0
Domaine L'Ostal Cazes Grand Vin 2015,wine.com.br/vinhos/domaine-l-ostal-cazes-grand-vin-2015/prod20143.html,França,tinto,"Syrah (70%), Mourvèdre (5%), Carignan (15%), Grenache (10%)",Seco,"Encorpado, boa acidez, taninos macios",0.0,0.0,201.06,335.9,0.4014289967252158
Pérez Cruz GSM D.O. Valle del Maipo Andes 2016,wine.com.br/vinhos/perez-cruz-gsm-d-o-valle-del-maipo-andes-2016/prod17345.html,Chile,tinto,"Grenache (55%), Syrah (25%), Mourvèdre (20%)",Seco,"Corpo de médio para encorpado, frutado, especiarias, fresco, taninos presentes, boa persistência",4.5,127.0,88.12,90.9,0.030583058305830635
Casa Burmester Reserva D.O.C. Douro Tinto 2016,wine.com.br/vinhos/casa-burmester-reserva-d-o-c-douro-tinto-2016/prod22208.html,Portugal,tinto,"Tinta Roriz (40%), Touriga Nacional (35%), Touriga Franca (25%)",Seco,"Corpo de médio para encorpado, taninos macios, fresco, bom final",4.5,12.0,151.65,238.9,0.3652155713687736
Viñedo de los Vientos Angel's Cuvée Ripasso de Tannat 2013,wine.com.br/vinhos/vinedo-de-los-vientos-angel-s-cuvee-ripasso-de-tannat-2013/prod20117.html,Uruguai,tinto,Tannat (100.00%),Meio Seco/Demi-Sec,"Encorpado, taninos presentes, acidez agradável, final longo",5.0,23.0,225.76,399.9,0.435458864716179
Burmester D.O.C. Douro Tinto 2016,wine.com.br/vinhos/burmester-d-o-c-douro-tinto-2016/prod20106.html,Portugal,tinto,"Touriga Franca , Touriga Nacional, Tinta Roriz",Seco,"Médio corpo, taninos macios, acidez agradável",4.5,66.0,72.82,109.9,0.3373976342129209
Château La Mission A.O.C. Lalande-de-Pomerol 2011,wine.com.br/vinhos/chateau-la-mission-a-o-c-lalande-de-pomerol-2011/prod17307.html,França,tinto,"Merlot (80%), Cabernet Franc (20%)",Seco,"Bom corpo, taninos sedosos, fresco, mineral, final longo",0.0,0.0,245.76,377.9,0.3496692246626092
Ropiteau Frères Bourgogne Hautes-Côtes de Nuits 2014,wine.com.br/vinhos/ropiteau-freres-bourgogne-hautes-cotes-de-nuits-2014/prod17500.html,França,tinto,Pinot Noir (100.00%),Seco,"Delicado, leve, boa acidez, taninos macios, bom final",2.0,2.0,235.18,301.9,0.22100033123550833
Partridge Gran Reserva Mendoza Cabernet Sauvignon 2017,wine.com.br/vinhos/partridge-gran-reserva-mendoza-cabernet-sauvignon-2017/prod23274.html,Argentina,tinto,Cabernet Sauvignon (100%),Seco,"Médio corpo, taninos presentes, acidez agradável, amadeirado, vegetal",4.0,17.0,94.0,149.9,0.37291527685123416
Toro Loco Crianza 2015,wine.com.br/vinhos/toro-loco-crianza-2015/prod20205.html,Espanha,tinto,"Tempranillo (90%), Cabernet Sauvignon (10%)",Seco,"Bom corpo, taninos macios e acidez agradável, com final frutado mesclado a notas amadeiradas.",4.0,72.0,64.59,78.9,0.18136882129277565
Château Puy-Blanquet A.O.C. Saint-Émilion Grand Cru 2011,wine.com.br/vinhos/chateau-puy-blanquet-a-o-c-saint-emilion-grand-cru-2011/prod20203.html,França,tinto,"Merlot (75%), Cabernet Franc (15%), Cabernet Sauvignon (10%)",Seco,"Elegante, acidez agradável, bom corpo, taninos macios",3.5,2.0,371.65,435.9,0.14739619178710717
Jean-Pierre Moueix A.O.C. Pomerol 2015,wine.com.br/vinhos/jean-pierre-moueix-a-o-c-pomerol-2015/prod20199.html,França,tinto,"Merlot (95%), Cabernet Franc (5%)",Seco,"Médio corpo, taninos macios, acidez agradável, final longo",0.0,0.0,264.59,414.9,0.3622800674861413
Las Mercedes Remix 2017,wine.com.br/vinhos/las-mercedes-remix-2017/prod20772.html,Chile,tinto,"Carignan (55.00%), Garnacha (5.00%), Syrah (30.00%), Cinsault (10.00%)",Seco,"Frutado, médio corpo, taninos presentes, final longo ",0.0,0.0,191.79,191.79,0.0
Reclos de La Couronne 2014,wine.com.br/vinhos/reclos-de-la-couronne-2014/prod20893.html,França,tinto,Merlot (100%),Seco,"Complexo, estruturado, taninos macios, boa acidez, frutado, amadeirado",5.0,2.0,215.18,298.9,0.2800936768149882
Que Guapo Malbec Blend 2018,wine.com.br/vinhos/que-guapo-malbec-blend-2018/prod23469.html,Argentina,tinto,"Malbec (60%), Bonarda (20%), Syrah (20%)",Seco,"Frutado, médio corpo, taninos macios, fresco, fácil de beber, final agradável",4.0,49.0,64.59,78.9,0.18136882129277565
Val delle Rose Aurelio D.O.C. Maremma Toscana 2016,wine.com.br/vinhos/val-delle-rose-aurelio-d-o-c-maremma-toscana-2016/prod20896.html,Itália,tinto,"Merlot (95%), Cabernet Franc (5%)",Seco,"Bom corpo, taninos sedosos, fresco",5.0,1.0,290.47,456.9,0.36425913766688545
Ropiteau Frères A.O.C. Gevrey-Chambertin Rouge 2014,wine.com.br/vinhos/ropiteau-freres-a-o-c-gevrey-chambertin-rouge-2014/prod20284.html,França,tinto,Pinot Noir (100%),Seco,"Bom corpo, taninos macios, elegante, boa acidez, final longo",0.0,0.0,469.29,793.9,0.40888021161355326
Les Tours de La Rivière A.O.C. Fronsac 2016,wine.com.br/vinhos/les-tours-de-la-riviere-a-o-c-fronsac-2016/prod22209.html,França,tinto,"Merlot (90.00%), Cabernet Sauvignon (10.00%)",Seco,"Frutado, médio corpo, taninos macios, boa acidez",4.0,5.0,106.94,204.9,0.47808687164470476
Ropiteau Frères Nuits-St-Georges Rouge 2014,wine.com.br/vinhos/ropiteau-freres-nuits-st-georges-rouge-2014/prod20282.html,França,tinto,Pinot Noir (100%),Seco,"Médio corpo, taninos macios, boa acidez",4.0,1.0,479.88,811.9,0.40894198792954795
Oxford Landing Cabernet Shiraz 2016,wine.com.br/vinhos/oxford-landing-cabernet-shiraz-2016/prod19728.html,Austrália,tinto,"Cabernet Sauvignon, Shiraz",Seco,"Corpo de leve para médio, boa acidez, taninos presentes, boa persistência",4.0,13.0,120.9,120.9,0.0
Bobal deSanjuan Viñas Viejas D.O.P. Utiel-Requena 2016,wine.com.br/vinhos/bobal-desanjuan-vinas-viejas-d-o-p-utiel-requena-2016/prod19718.html,Espanha,tinto,Bobal (100%),Seco,"Leve, frutado, picante, boa acidez, taninos sutis",3.5,42.0,70.47,88.9,0.2073115860517436
VIK 2012,wine.com.br/vinhos/vik-2012/prod21001.html,Chile,tinto,"Cabernet Franc (6.00%), Cabernet Sauvignon (53.00%), Merlot (4.00%), Carménère (35.00%), Syrah (2.00%)",Seco,"Potente, taninos firmes, boa acidez, complexo, final longo",5.0,10.0,1058.71,1370.9,0.22772631118243492
Quinta de São João D.O.C. Tejo Reserva 2017,wine.com.br/vinhos/quinta-de-sao-joao-d-o-c-tejo-reserva-2017/prod23191.html,Portugal,tinto,"Syrah, Touriga Nacional, Touriga Franca , Tinta Roriz",Meio Seco/Demi-Sec,"Médio corpo, taninos firmes, acidez agradável, bom final.",4.0,6.0,82.24,107.9,0.23781278962001862
Casas del Toqui Terroir Selection Gran Reserva Syrah 2016,wine.com.br/vinhos/casas-del-toqui-terroir-selection-gran-reserva-syrah-2016/prod23157.html,Chile,tinto,Syrah (100%),Seco,"Estruturado, taninos presentes, boa acidez, longo final",0.0,0.0,119.18,119.18,0.0
Ropiteau Pinot Noir 2014,wine.com.br/vinhos/ropiteau-pinot-noir-2014/prod15328.html,França,tinto,Pinot Noir,Seco,"Aveludado, notas frutadas com toque da madeira, acidez equilibrada e boa persistência.",2.5,38.0,228.9,228.9,0.0
Fleur du Cap Essence du Cap Pinotage 2016,wine.com.br/vinhos/fleur-du-cap-essence-du-cap-pinotage-2016/prod19932.html,África do Sul,tinto,Pinotage (100.00%),Seco,"Frutado, corpo de médio para encorpado, taninos presentes, acidez agradável, leve amadeirado",4.0,31.0,75.18,117.9,0.3623409669211196
Apothic Crush 2016,wine.com.br/vinhos/apothic-crush-2016/prod22142.html,Estados Unidos,tinto,"Petite Sirah, Zinfandel, Pinot Noir, Teroldego",Meio Seco/Demi-Sec,"Frutado, médio corpo, taninos presentes, boa acidez, doçura discreta",4.5,34.0,108.12,141.9,0.23805496828752648
Bridlewood Monterey County Pinot Noir 2017,wine.com.br/vinhos/bridlewood-monterey-county-pinot-noir-2017/prod23341.html,Estados Unidos,tinto,Pinot Noir,Meio Seco/Demi-Sec,"Corpo de leve para médio, frutado, acidez presente, taninos sedosos",0.0,0.0,155.18,204.9,0.24265495363591993
Ropiteau Pinot Noir 2017,wine.com.br/vinhos/ropiteau-pinot-noir-2017/prod22807.html,França,tinto,Pinot Noir,Seco,"Aveludado, notas frutadas com toque da madeira, acidez equilibrada e boa persistência.",0.0,0.0,126.94,218.9,0.4201005025125628
L`Hospitalet De Gazin 2010,wine.com.br/vinhos/l-hospitalet-de-gazin-2010/prod12813.html,França,tinto,"Merlot (90.00%), Cabernet Sauvignon (7.00%), Cabernet Franc (3.00%)",Seco,"Complexo, elegante, macio, equilibrado, com boa estrutura, notas de café e chocolate",5.0,3.0,637.53,981.9,0.35071799572257867
Calyptra Vivendo Reserve Pinot Noir 2016,wine.com.br/vinhos/calyptra-vivendo-reserve-pinot-noir-2016/prod19770.html,Chile,tinto,Pinot Noir (100.00%),Seco,"Frutado, médio corpo, boa acidez, taninos macios, amadeirado, ",3.5,20.0,84.59,106.9,0.20869971936389153
Finca Constancia Parcela 12 Graciano 2016,wine.com.br/vinhos/finca-constancia-parcela-12-graciano-2016/prod23287.html,Espanha,tinto,Graciano,Seco,"Médio corpo, taninos presentes, boa acidez, leve frutado, média presença da madeira",4.5,4.0,68.61,110.9,0.3813345356176736
Cent'Are I.G.P. Terre Siciliane Nero d'Ávola 2015,wine.com.br/vinhos/cent-are-i-g-p-terre-siciliane-nero-d-avola-2015/prod19320.html,Itália,tinto,Nero d'Avola (100.00%),Meio Seco/Demi-Sec,"Frutado, médio corpo, acidez agradável, taninos macios, bom final",4.5,44.0,72.82,92.9,0.21614639397201307
Chateau Fongaban 2016,wine.com.br/vinhos/chateau-fongaban-2016/prod19479.html,França,tinto,"Merlot (90.00%), Cabernet Franc (10.00%)",Seco,"Estruturado, taninos presentes, acidez agradável, frutado, amadeirado",3.0,1.0,128.12,190.9,0.32886327920377156
Carpineto D.O.C. Rosso di Montepulciano 2016,wine.com.br/vinhos/carpineto-d-o-c-rosso-di-montepulciano-2016/prod22474.html,Itália,tinto,"Canaiolo, Outras uvas autorizadas, Sangiovese",Seco,"Bom corpo, acidez agradável, taninos macios",3.5,5.0,109.29,119.0,0.08159663865546218
Evidência Dão Reserva D.O.C. Touriga Nacional 2016,wine.com.br/vinhos/evidencia-dao-reserva-d-o-c-touriga-nacional-2016/prod22836.html,Portugal,tinto,Touriga Nacional,Meio Seco/Demi-Sec,"Encorpado, taninos macios e final persistente",3.5,98.0,129.29,129.29,0.0
Bear Flag Red Blend 2018,wine.com.br/vinhos/bear-flag-red-blend-2018/prod23266.html,Estados Unidos,tinto,"Merlot (95.00%), Outras uvas (4.00%), Dornfelder (1.00%)",Seco,"Encorpado, macio, saboroso e com final persistente",4.0,1572.0,58.71,68.9,0.14789550072568947
Partridge Flying Cabernet Sauvignon 2019,wine.com.br/vinhos/partridge-flying-cabernet-sauvignon-2019/prod23314.html,Argentina,tinto,Cabernet Sauvignon (100.00%),Seco,"Frutado, fresco, taninos sedosos, bom corpo",4.0,46.0,46.94,51.9,0.09556840077071294
Louis M. Martini Napa Valley Cabernet Sauvignon 2016,wine.com.br/vinhos/louis-m-martini-napa-valley-cabernet-sauvignon-2016/prod22153.html,Estados Unidos,tinto,Cabernet Sauvignon,Seco,"Complexo, encorpado, taninos presentes, fresco, amadeirado",0.0,0.0,421.06,589.9,0.2862180030513646
Toro Loco Reserva Barricas D.O. Utiel-Requena 2014,wine.com.br/vinhos/toro-loco-reserva-barricas-d-o-utiel-requena-2014/prod21870.html,Espanha,tinto,"Merlot, Tempranillo, Bobal, Syrah",Seco,"Médio corpo, acidez agradável, frutado, amadeirado, taninos presentes",4.5,66.0,94.0,122.9,0.23515052888527266
Sovento Syrah 2018,wine.com.br/vinhos/sovento-syrah-2018/prod22852.html,Espanha,tinto,Syrah (100%),Seco,Boa acidez e taninos marcantes,3.5,52.0,49.29,64.9,0.2405238828967643
Stave and Steele Merlot 2017,wine.com.br/vinhos/stave-and-steele-merlot-2017/prod20047.html,África do Sul,tinto,Merlot,Seco,"Médio corpo, acidez agradável, taninos macios",4.0,49.0,64.9,64.9,0.0
Salentein Killka Cabernet Sauvignon 2018,wine.com.br/vinhos/salentein-killka-cabernet-sauvignon-2018/prod23540.html,Argentina,tinto,Cabernet Sauvignon,Seco,"Frutado, boa estrutura e taninos sedosos",4.5,16.0,82.24,109.9,0.25168334849863516
Beni di Batasiolo D.O.C.G. Barolo 2014,wine.com.br/vinhos/beni-di-batasiolo-d-o-c-g-barolo-2014/prod19840.html,Itália,tinto,Nebbiolo (100.00%),Seco,"Equilibrado, boa acidez, encorpado, taninos presentes, final persistente",3.0,5.0,288.64,288.64,0.0
Finca Constancia Parcela 23 Single Vineyard Tempranillo 2016,wine.com.br/vinhos/finca-constancia-parcela-23-single-vineyard-tempranillo-2016/prod19885.html,Espanha,tinto,Tempranillo (100%),Seco,"Frutado, médio corpo, taninos macios, fresco",4.0,68.0,82.24,109.9,0.25168334849863516
Urmeneta Merlot 2019,wine.com.br/vinhos/urmeneta-merlot-2019/prod23861.html,Chile,tinto,Merlot,Meio Seco/Demi-Sec,"Leve, fresco, taninos sedosos",0.0,0.0,48.9,48.9,0.0
