wine_name,link,country,type,description,evaluation,rating_count,lowest_price,full_price,discount,vivino_name,vivino_link,vivino_score,vivino_rating,vivino_price
Vega Moragona Viñas de Casas de Haro Bobal 2018,wine.com.br/vinhos/vega-moragona-vinas-de-casas-de-haro-bobal-2018/prod23694.html,Espanha,tinto,"Encorpado, taninos presente e elegante, final persistente",4.0,92.0,103.9,103.9,0.0,Vega Moragona Viñas de Casas de Haro Bobal 2018,www.vivino.com/wines/161606912,3.7,1438.0,
Burmester D.O.C. Douro Tinto 2017,wine.com.br/vinhos/burmester-d-o-c-douro-tinto-2017/prod23695.html,Portugal,tinto,"Médio corpo, taninos macios, acidez agradável",0.0,0.0,99.88,127.9,0.21907740422204858,Rabugento Reserva Douro DOC Tinto 2017,www.vivino.com/wines/152974054,,,
Vega Moragona Viñas de Casas de Haro Tempranillo 2017,wine.com.br/vinhos/vega-moragona-vinas-de-casas-de-haro-tempranillo-2017/prod23693.html,Espanha,tinto,"Saboroso, taninos macios e final persistente",4.0,103.0,103.9,103.9,0.0,Vega Moragona Viñas de Casas de Haro Tempranillo 2017,www.vivino.com/wines/160277271,3.8,1070.0,
Carpineto D.O.C.G. Brunello di Montalcino 2014,wine.com.br/vinhos/carpineto-d-o-c-g-brunello-di-montalcino-2014/prod23706.html,Itália,tinto,"Estruturado, elegante, taninos macios, boa acidez, final persistente",0.0,0.0,511.65,618.9,0.17329132331555985,Carpineto Brunello di Montalcino 2014,www.vivino.com/wines/8301012,3.9,77.0,
Viña Oria D.O.P. Cariñena Garnacha 2018,wine.com.br/vinhos/vina-oria-d-o-p-carinena-garnacha-2018/prod23714.html,Espanha,tinto,"Jovem, boa acidez e frutado",3.5,6.0,49.29,70.9,0.3047954866008463,Viña Oria Garnacha 2018,www.vivino.com/wines/160064093,2.8,27.0,60.9
Root: 1 Reserva Pinot Noir 2018,wine.com.br/vinhos/root-1-reserva-pinot-noir-2018/prod23696.html,Chile,tinto,"Frutado, corpo de leve para médio, fresco, taninos macios, elegante",5.0,3.0,65.76,82.9,0.20675512665862483,Root 1 Pinot Noir 2018,www.vivino.com/wines/156464792,3.5,322.0,46.9
CentAre Nero dAvola Sicilia DOC 2017,wine.com.br/vinhos/centare-nero-davola-sicilia-doc-2017/prod23580.html,Itália,tinto,"Frutado, corpo médio, saboroso",0.0,0.0,77.53,104.9,0.2609151572926597,Settesoli Nero d'Avola Sicilia 2017,www.vivino.com/wines/150556045,3.3,1062.0,52.0
Ernst Loosen Pfalz Edition Dornfelder 2018,wine.com.br/vinhos/ernst-loosen-pfalz-edition-dornfelder-2018/prod23607.html,Alemanha,tinto,"Frutado, leve, acidez agradável, taninos macios",5.0,5.0,86.94,117.9,0.26259541984732826,Ernst Loosen Dornfelder 2018,www.vivino.com/wines/160937862,4.0,10.0,
Gazzerotta I.G.T. Terre Siciliane Nero dAvola 2016,wine.com.br/vinhos/gazzerotta-i-g-t-terre-siciliane-nero-davola-2016/prod23581.html,Itália,tinto,"Bom corpo, acidez agradável, taninos presentes, frutado, boa persistência",0.0,0.0,175.18,201.9,0.1323427439326399,Cantine Pellegrino Gazzerotta Nero d'Avola 2016,www.vivino.com/wines/153361749,3.5,111.0,
Protos Crianza D.O. Ribera del Duero 2015,wine.com.br/vinhos/protos-crianza-d-o-ribera-del-duero-2015/prod23616.html,Espanha,tinto,"Corpo de médio para encorpado, acidez agradável, taninos presentes, amadeirado, especiarias",0.0,0.0,316.35,343.9,0.08011049723756891,Protos Crianza 2015,www.vivino.com/wines/14171963,4.0,3710.0,190.0
Casillero del Diablo Carmenere 2018,wine.com.br/vinhos/casillero-del-diablo-carmenere-2018/prod23660.html,Chile,tinto,"Estruturado, aveludado e boa persistência",3.0,4.0,72.82,77.9,0.06521181001283716,Casillero del Diablo Carmenere (Reserva) 2018,www.vivino.com/wines/156095324,3.7,4389.0,
Protos Reserva D.O. Ribera del Duero 2014,wine.com.br/vinhos/protos-reserva-d-o-ribera-del-duero-2014/prod23618.html,Espanha,tinto,"Maduro, potente, complexo, acidez agradável, taninos marcantes, bom final",0.0,0.0,488.12,531.9,0.08230870464372997,Protos Reserva 2014,www.vivino.com/wines/4170703,4.2,393.0,280.0
Casillero del Diablo Cabernet Sauvignon 2018,wine.com.br/vinhos/casillero-del-diablo-cabernet-sauvignon-2018/prod23659.html,Chile,tinto,Corpo médio com taninos sedosos e longos,5.0,5.0,72.82,77.9,0.06521181001283716,Casillero del Diablo Cabernet Sauvignon (Reserva) 2018,www.vivino.com/wines/156094408,3.5,5989.0,
Protos Roble D.O. Ribera del Duero 2018,wine.com.br/vinhos/protos-roble-d-o-ribera-del-duero-2018/prod23619.html,Espanha,tinto,"Médio corpo, taninos macios, acidez agradável, frutado",0.0,0.0,168.12,217.9,0.22845341899954108,Protos Roble 2018,www.vivino.com/wines/156096298,3.8,2539.0,
Terrazas de Los Andes Reserva Syrah 2017,wine.com.br/vinhos/terrazas-de-los-andes-reserva-syrah-2017/prod23520.html,Argentina,tinto,"Bom corpo, taninos presentes, fresco, frutado, amadeirado",4.0,1.0,146.94,202.9,0.2758008871365205,Terrazas de los Andes Reserva Syrah 2017,www.vivino.com/wines/152692141,4.0,19.0,117.0
Terrazas de Los Andes Single Vineyard Malbec 2015,wine.com.br/vinhos/terrazas-de-los-andes-single-vineyard-malbec-2015/prod23519.html,Argentina,tinto,"Potente, complexo, taninos presentes, acidez agradável, final longo",0.0,0.0,432.82,548.9,0.21147750045545632,Terrazas de los Andes Single Vineyard Afincado Malbec 2015,www.vivino.com/wines/156653487,,,
Lafken Artisan Wine Carménère 2017,wine.com.br/vinhos/lafken-artisan-wine-carmenere-2017/prod23498.html,Chile,tinto,"Frutado, taninos macios, final saboroso",4.0,12.0,204.9,204.9,0.0,Lafken Carménère 2017,www.vivino.com/wines/152380364,,,
Undurraga Sibaris Black Series Cinsault 2018,wine.com.br/vinhos/undurraga-sibaris-black-series-cinsault-2018/prod23525.html,Chile,tinto,"Corpo médio, taninos suaves e elegantes",4.0,111.0,98.9,98.9,0.0,Undurraga Sibaris Black Series Cinsault 2018,www.vivino.com/wines/161015810,3.7,734.0,
Undurraga Sibaris Black Series Blend 2017,wine.com.br/vinhos/undurraga-sibaris-black-series-blend-2017/prod23526.html,Chile,tinto,"Encorpado, taninos firmes e boa acidez",4.0,107.0,98.9,98.9,0.0,Undurraga Sibaris Black Series Red Blend 2017,www.vivino.com/wines/159616570,3.8,1278.0,
Lafken Artisan Wine Cabernet Sauvignon 2017,wine.com.br/vinhos/lafken-artisan-wine-cabernet-sauvignon-2017/prod23497.html,Chile,tinto,"Equilibrado, taninos estruturados, boa acidez",4.5,14.0,204.9,204.9,0.0,MOONX Wine Cabernet Sauvignon 2017,www.vivino.com/wines/152975412,3.6,114.0,
Velar Primitivo di Manduria DOC 2016,wine.com.br/vinhos/velar-primitivo-di-manduria-doc-2016/prod23500.html,Itália,tinto,"Encorpado, taninos sedosos, final com notas de cacau",0.0,0.0,326.94,354.9,0.0787827557058326,Vigneti del Salento Velar Primitivo di Manduria 2016,www.vivino.com/wines/157236696,,,
Palafitos de Mar Semi Sweet Carmenére 2018,wine.com.br/vinhos/palafitos-de-mar-semi-sweet-carmenere-2018/prod23108.html,Chile,tinto,"Taninos suaves e redondos, com boa estrutura e corpo.",4.0,67.0,39.88,49.9,0.20080160320641272,Fray Leon Palafitos de Mar Semi Sweet Carmenère 2018,www.vivino.com/wines/163488831,,,
Urmeneta Cabernet Sauvignon 2019,wine.com.br/vinhos/urmeneta-cabernet-sauvignon-2019/prod23330.html,Chile,tinto,"Corpo de leve para médio, acidez agradável, taninos macios, fácil de beber",4.0,35.0,43.41,49.9,0.13006012024048097,Urmeneta Cabernet Sauvignon 2019,www.vivino.com/wines/160182987,3.3,165.0,35.0
Montado Tinto 2018,wine.com.br/vinhos/montado-tinto-2018/prod23217.html,Espanha,tinto,"Frutado, agradável, taninos bem integrados",4.0,12.0,61.06,78.9,0.22610899873257295,José Maria da Fonseca Montado Alentejo Tinto 2018,www.vivino.com/wines/156535677,3.5,297.0,
Ropiteau Frères Les Plants Nobles Pinot Noir 2017,wine.com.br/vinhos/ropiteau-freres-les-plants-nobles-pinot-noir-2017/prod22808.html,França,tinto,"Corpo de leve para médio, fresco, taninos delicados, frutado, alcaçuz",4.5,80.0,66.94,79.9,0.16220275344180235,Ropiteau Freres Les Plants Nobles Pinot Noir 2017,www.vivino.com/wines/151221068,3.7,1141.0,
Clos de Los Siete By Michel Rolland 2016,wine.com.br/vinhos/clos-de-los-siete-by-michel-rolland-2016/prod22411.html,Argentina,tinto,"Encorpado, taninos presentes, boa acidez, boa persistência",4.5,368.0,130.47,179.9,0.2747637576431351,Clos de los Siete Clos de Los Siete (by Michel Rolland) 2016,www.vivino.com/wines/91011696,3.9,4535.0,97.0
Root: 1 Casablanca Valley Pinot Noir 2018,wine.com.br/vinhos/root-1-casablanca-valley-pinot-noir-2018/prod22746.html,Chile,tinto,"Frutado, corpo de leve para médio, fresco, taninos macios, elegante",4.0,97.0,56.35,64.9,0.1317411402157166,Root 1 Pinot Noir 2018,www.vivino.com/wines/156464792,3.5,322.0,46.9
Canepa Novísimo Cabernet Sauvignon 2019,wine.com.br/vinhos/canepa-novisimo-cabernet-sauvignon-2019/prod23356.html,Chile,tinto,"Corpo de leve para médio, frutado, boa acidez, taninos macios, final agradável",4.0,30.0,43.41,49.9,0.13006012024048097,Canepa Novísimo Cabernet Sauvignon 2019,www.vivino.com/wines/160990770,3.3,46.0,
Casillero del Diablo Cabernet Sauvignon/Malbec 2018,wine.com.br/vinhos/casillero-del-diablo-cabernet-sauvignon-malbec-2018/prod23448.html,Chile,tinto,"Textura suave, elegante e taninos envolventes",4.5,68.0,70.47,83.9,0.16007151370679384,Casillero del Diablo Cabernet Sauvignon - Malbec (Reserva) 2018,www.vivino.com/wines/162485999,3.7,279.0,
